Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Time_Period,Engagement_Class
Instagram,Story,Education,2247,35,101,14652,311,201559,1.18,11,Thursday,27.0,1042,Positive,Macro,True,True,Morning,0
LinkedIn,Post,Technology,672,109,412,6756,277,318127,0.38,12,Thursday,19.0,726,Neutral,Macro,True,True,Afternoon,0
Instagram,Reel,Entertainment,6185,422,151,2599,252,214246,3.15,14,Thursday,27.0,360,Negative,Macro,True,False,Afternoon,1
Instagram,Story,Technology,3565,471,260,34942,918,17561,24.46,14,Thursday,10.0,1993,Neutral,Micro,True,False,Afternoon,1
YouTube,Live,Technology,12800,734,1063,107968,99,14601,99.97,16,Thursday,17.0,500,Neutral,Micro,True,False,Afternoon,1
Instagram,Carousel,Sports,5355,52,209,36758,120,275281,2.04,19,Thursday,6.0,1583,Negative,Macro,True,True,Evening,0
Twitter,Poll,Fitness,897,69,1016,32734,356,200837,0.99,7,Friday,0.0,945,Positive,Macro,True,True,Morning,0
TikTok,Duet,Fashion,13985,1181,918,329751,152,368592,4.36,14,Friday,9.0,302,Positive,Macro,True,False,Afternoon,1
LinkedIn,Poll,Business,1033,72,404,8979,99,402240,0.38,17,Friday,6.0,1382,Positive,Macro,True,True,Evening,0
Twitter,Thread,Lifestyle,3596,23,1102,43585,339,101632,4.65,22,Friday,15.0,1445,Positive,Macro,True,False,Night,1
Facebook,Live,Food,61,245,557,66627,622,257761,0.33,5,Saturday,9.0,62,Positive,Macro,True,True,Morning,0
YouTube,Video,Fashion,19827,531,186,16009,3629,321697,6.39,5,Saturday,24.0,456,Positive,Macro,True,False,Morning,1
Twitter,Retweet,Fashion,2583,225,1409,49429,207,371400,1.14,9,Saturday,8.0,1934,Positive,Macro,True,False,Morning,0
Instagram,Reel,Sports,3650,55,271,15662,604,448455,0.89,9,Saturday,16.0,501,Positive,Macro,True,False,Morning,0
Instagram,Story,Gaming,5951,291,51,14000,306,327750,1.92,13,Saturday,28.0,1835,Positive,Macro,True,True,Afternoon,0
LinkedIn,Post,Food,321,17,205,22955,21,391458,0.14,16,Saturday,29.0,209,Neutral,Macro,False,False,Afternoon,0
YouTube,Community Post,Gaming,2205,325,1612,138901,365,427104,0.97,17,Saturday,15.0,752,Neutral,Macro,True,True,Evening,0
YouTube,Short,Sports,10399,332,1438,207068,1805,173355,7.02,14,Sunday,14.0,254,Positive,Macro,True,True,Afternoon,1
Twitter,Thread,Health,3714,185,784,42129,366,440948,1.06,19,Sunday,26.0,416,Neutral,Macro,True,False,Evening,0
YouTube,Community Post,Education,12195,966,326,96149,3928,26057,51.76,21,Sunday,29.0,1593,Positive,Micro,True,False,Night,1
Facebook,Video,Technology,4526,81,555,52935,393,229505,2.25,22,Sunday,20.0,491,Neutral,Macro,False,True,Night,0
LinkedIn,Document,Business,724,98,117,19896,285,264900,0.35,17,Monday,17.0,295,Neutral,Macro,True,False,Evening,0
Instagram,Photo,Sports,8807,331,222,29151,902,420471,2.23,18,Monday,28.0,1955,Neutral,Macro,True,False,Evening,0
TikTok,Stitch,Food,27997,580,734,157890,2336,475126,6.17,18,Monday,9.0,494,Positive,Macro,True,False,Evening,1
TikTok,Video,Education,9780,1140,4295,462743,404,387532,3.93,1,Tuesday,9.0,326,Negative,Macro,True,True,Night,1
Twitter,Thread,Sports,3632,228,1494,77519,308,259857,2.06,2,Tuesday,10.0,77,Neutral,Macro,True,True,Night,0
Instagram,Photo,Gaming,2073,230,79,7139,440,185702,1.28,4,Tuesday,18.0,1933,Positive,Macro,True,False,Night,0
Instagram,Story,Travel,9320,484,35,22108,181,111129,8.85,16,Tuesday,14.0,1381,Neutral,Macro,True,True,Afternoon,1
LinkedIn,Document,Fashion,1658,36,267,14436,296,336682,0.58,17,Tuesday,12.0,111,Positive,Macro,True,False,Evening,0
Facebook,Post,Health,5428,203,389,77212,318,189439,3.18,22,Tuesday,5.0,1411,Neutral,Macro,True,True,Night,1
TikTok,Video,Lifestyle,25174,380,2766,251244,714,297079,9.53,1,Wednesday,28.0,167,Positive,Macro,False,True,Night,1
Facebook,Video,Technology,3907,237,647,2231,61,283863,1.69,2,Wednesday,21.0,194,Neutral,Macro,True,False,Night,0
TikTok,Duet,Food,11494,1358,3373,444348,1923,90575,17.91,7,Wednesday,13.0,200,Positive,Mid-tier,True,False,Morning,1
Instagram,Carousel,Health,6147,319,87,37434,354,353048,1.86,9,Wednesday,21.0,162,Positive,Macro,True,False,Morning,0
LinkedIn,Article,Sports,405,120,422,25439,220,5720,16.56,11,Wednesday,13.0,213,Negative,Nano,True,False,Morning,1
Instagram,Photo,Gaming,3474,9,294,45129,223,332835,1.13,13,Wednesday,14.0,1822,Neutral,Macro,True,False,Afternoon,0
Twitter,Retweet,Health,150,112,528,61703,179,374414,0.21,20,Wednesday,12.0,1644,Negative,Macro,True,True,Evening,0
Facebook,Video,Technology,1976,346,267,10908,296,52216,4.96,21,Wednesday,7.0,192,Neutral,Mid-tier,True,False,Night,1
Instagram,Reel,Sports,649,97,175,4209,118,228791,0.4,0,Thursday,28.0,73,Neutral,Macro,True,False,Night,0
Facebook,Video,Sports,3536,301,103,32135,379,405351,0.97,4,Thursday,27.0,528,Neutral,Macro,False,False,Night,0
LinkedIn,Post,Sports,955,112,149,24832,207,339621,0.36,11,Thursday,12.0,602,Positive,Macro,False,False,Morning,0
Instagram,Photo,Fitness,3640,367,46,40238,387,441976,0.92,14,Thursday,22.0,612,Positive,Macro,True,False,Afternoon,0
TikTok,Stitch,Fitness,23793,621,3702,318142,1904,149907,18.76,14,Thursday,21.0,583,Neutral,Macro,True,False,Afternoon,1
YouTube,Short,Entertainment,16733,133,507,19290,2505,105423,16.48,15,Thursday,22.0,129,Neutral,Macro,True,True,Afternoon,1
Instagram,Photo,Lifestyle,7843,278,30,48318,11,268022,3.04,21,Thursday,24.0,665,Positive,Macro,False,False,Night,1
Facebook,Live,Food,2826,40,24,64822,428,18121,15.95,0,Friday,19.0,328,Positive,Micro,False,False,Night,1
TikTok,Duet,Food,35002,1854,2556,9321,1730,437263,9.01,1,Friday,2.0,424,Positive,Macro,True,False,Night,1
Twitter,Thread,Travel,1394,109,1268,83096,57,354081,0.78,1,Friday,22.0,1475,Neutral,Macro,True,True,Night,0
Twitter,Tweet,Travel,207,263,1080,95859,23,260034,0.6,4,Friday,27.0,1112,Positive,Macro,True,False,Night,0
YouTube,Video,Education,12123,231,879,463073,4165,65763,20.12,5,Friday,8.0,321,Positive,Mid-tier,True,False,Morning,1
Twitter,Thread,Food,3153,284,58,66035,140,56898,6.14,6,Friday,23.0,159,Negative,Mid-tier,True,False,Morning,1
Instagram,Carousel,Technology,9017,117,147,14539,265,117274,7.91,7,Friday,17.0,927,Negative,Macro,False,False,Morning,1
Twitter,Poll,Entertainment,1997,272,1285,98164,436,359597,0.99,12,Friday,23.0,489,Neutral,Macro,True,True,Afternoon,0
Twitter,Retweet,Travel,4502,283,1721,49542,286,154963,4.2,14,Friday,3.0,1173,Negative,Macro,True,False,Afternoon,1
Twitter,Tweet,Technology,362,150,214,61527,146,350941,0.21,16,Friday,2.0,1015,Negative,Macro,True,False,Afternoon,0
Facebook,Post,Travel,4883,58,571,2099,416,382054,1.44,22,Friday,14.0,1755,Positive,Macro,False,False,Night,0
Instagram,Reel,Technology,6288,477,14,47496,377,401485,1.69,4,Saturday,29.0,570,Negative,Macro,True,False,Night,0
Instagram,Story,Lifestyle,4254,139,292,12650,999,8773,53.4,5,Saturday,9.0,1861,Negative,Nano,True,True,Morning,1
TikTok,Video,Health,33536,1126,1305,57772,210,265169,13.56,8,Saturday,24.0,321,Positive,Macro,True,False,Morning,1
Instagram,Story,Education,3393,182,115,31626,35,337898,1.09,9,Saturday,22.0,1559,Neutral,Macro,True,False,Morning,0
Twitter,Thread,Food,2132,55,1980,15407,380,491518,0.85,9,Saturday,10.0,605,Negative,Macro,True,False,Morning,0
Instagram,Reel,Food,4571,59,292,48044,43,247318,1.99,10,Saturday,7.0,268,Positive,Macro,True,False,Morning,0
Instagram,Reel,Entertainment,1292,281,262,10608,940,243626,0.75,12,Saturday,1.0,265,Neutral,Macro,True,True,Afternoon,0
Instagram,Carousel,Business,1130,424,143,17605,593,475304,0.36,13,Saturday,21.0,1780,Positive,Macro,True,False,Afternoon,0
Instagram,Carousel,Lifestyle,9148,272,33,33166,949,397883,2.38,15,Saturday,6.0,765,Negative,Macro,True,False,Afternoon,1
Instagram,Carousel,Business,1178,48,27,45347,270,305028,0.41,15,Saturday,16.0,1759,Positive,Macro,True,False,Afternoon,0
Instagram,Carousel,Business,5446,142,133,44575,132,116990,4.89,16,Saturday,14.0,909,Positive,Macro,True,True,Afternoon,1
Instagram,Story,Food,4784,162,280,30233,166,369110,1.42,16,Saturday,7.0,923,Positive,Macro,True,False,Afternoon,0
Instagram,Reel,Entertainment,3219,387,112,10085,294,492235,0.76,2,Sunday,3.0,446,Neutral,Macro,True,False,Night,0
Instagram,Story,Technology,4216,370,230,19877,72,209193,2.3,3,Sunday,11.0,573,Neutral,Macro,True,False,Night,1
Instagram,Carousel,Technology,140,305,213,35210,743,341240,0.19,5,Sunday,0.0,1127,Negative,Macro,True,False,Morning,0
Facebook,Story,Fitness,571,117,94,36851,557,376017,0.21,12,Sunday,15.0,201,Neutral,Macro,True,False,Afternoon,0
Facebook,Live,Fitness,5813,58,706,76481,29,446452,1.47,13,Sunday,22.0,374,Positive,Macro,True,False,Afternoon,0
Facebook,Live,Health,581,170,47,54226,464,102378,0.78,17,Sunday,13.0,101,Positive,Macro,True,False,Evening,0
Facebook,Story,Technology,2010,131,921,28887,264,11723,26.12,20,Sunday,29.0,1994,Negative,Micro,True,False,Evening,1
Instagram,Story,Lifestyle,5566,93,235,19099,752,291092,2.02,20,Sunday,1.0,298,Positive,Macro,True,True,Evening,0
Twitter,Thread,Food,3215,183,380,84335,186,77978,4.84,21,Sunday,1.0,1179,Positive,Mid-tier,True,False,Night,1
Instagram,Photo,Travel,7840,167,112,13876,627,132780,6.11,22,Sunday,27.0,1694,Negative,Macro,True,True,Night,1
Facebook,Live,Health,4115,299,334,29741,223,95444,4.97,5,Monday,4.0,398,Positive,Mid-tier,True,False,Morning,1
Twitter,Thread,Travel,2654,216,372,89114,390,372779,0.87,8,Monday,16.0,942,Positive,Macro,True,False,Morning,0
Twitter,Retweet,Fashion,1752,192,1249,71647,14,134832,2.37,11,Monday,25.0,936,Positive,Macro,True,False,Morning,1
Twitter,Retweet,Entertainment,1545,35,333,69193,438,283485,0.67,19,Monday,23.0,1500,Positive,Macro,True,False,Evening,0
Instagram,Photo,Sports,3545,231,187,12569,991,491919,0.81,20,Monday,17.0,1739,Negative,Macro,True,False,Evening,0
Twitter,Tweet,Fitness,408,68,1563,15012,78,374422,0.54,2,Tuesday,9.0,1754,Positive,Macro,True,False,Night,0
Instagram,Carousel,Entertainment,1377,71,282,1642,161,397054,0.44,6,Tuesday,21.0,403,Negative,Macro,False,False,Morning,0
Twitter,Thread,Sports,215,21,627,42617,196,433893,0.2,12,Tuesday,12.0,1778,Neutral,Macro,False,True,Afternoon,0
Facebook,Video,Business,3063,353,13,9524,365,163562,2.1,12,Tuesday,25.0,117,Negative,Macro,True,True,Afternoon,0
TikTok,Stitch,Gaming,46216,1153,2056,191258,2727,149675,33.02,15,Tuesday,24.0,29,Positive,Macro,True,False,Afternoon,1
TikTok,Duet,Gaming,17651,563,4630,217886,426,205383,11.12,16,Tuesday,8.0,131,Positive,Macro,True,False,Afternoon,1
Instagram,Photo,Entertainment,5240,209,190,33930,17,396252,1.42,18,Tuesday,15.0,636,Positive,Macro,True,False,Evening,0
Facebook,Story,Travel,3771,20,385,50014,135,110775,3.77,18,Tuesday,0.0,656,Negative,Macro,True,True,Evening,1
TikTok,Video,Entertainment,48964,1351,222,496750,2741,23584,214.29,18,Tuesday,9.0,522,Negative,Micro,True,True,Evening,1
YouTube,Live,Entertainment,18122,780,83,631175,1657,73277,25.91,21,Tuesday,0.0,428,Positive,Mid-tier,True,True,Night,1
Facebook,Post,Lifestyle,309,21,599,9362,784,140070,0.66,2,Wednesday,27.0,782,Positive,Macro,True,False,Night,0
Instagram,Story,Sports,2939,137,126,11051,841,485841,0.66,3,Wednesday,14.0,1708,Positive,Macro,True,True,Night,0
LinkedIn,Post,Business,1661,14,18,8960,223,53698,3.15,7,Wednesday,14.0,1877,Positive,Mid-tier,True,True,Morning,1
Facebook,Story,Sports,7148,32,77,66458,235,90441,8.02,8,Wednesday,25.0,1483,Neutral,Mid-tier,True,True,Morning,1
YouTube,Community Post,Travel,4208,818,412,41693,2022,359343,1.51,11,Wednesday,19.0,524,Positive,Macro,True,False,Morning,0
TikTok,Stitch,Entertainment,48105,639,4909,127580,1646,383586,13.99,11,Wednesday,22.0,248,Positive,Macro,True,False,Morning,1
Instagram,Story,Technology,5435,260,40,42511,923,131980,4.35,17,Wednesday,14.0,53,Neutral,Macro,True,False,Evening,1
TikTok,Duet,Gaming,38765,1631,4596,264285,157,163781,27.47,0,Thursday,14.0,557,Positive,Macro,True,False,Night,1
YouTube,Short,Entertainment,7209,715,710,555827,3511,486083,1.78,2,Thursday,3.0,87,Positive,Macro,True,True,Night,0
Instagram,Photo,Education,2854,269,5,43949,558,166646,1.88,5,Thursday,29.0,143,Positive,Macro,True,False,Morning,0
Facebook,Post,Lifestyle,5888,147,160,76737,631,268368,2.31,7,Thursday,8.0,1224,Positive,Macro,True,False,Morning,1
YouTube,Community Post,Travel,16701,731,811,38117,4985,101847,17.91,18,Thursday,11.0,1660,Positive,Macro,True,True,Evening,1
YouTube,Community Post,Education,13386,236,1365,466501,3081,78691,19.05,1,Friday,8.0,1199,Positive,Mid-tier,True,True,Night,1
Twitter,Poll,Gaming,1268,124,1066,67538,127,83560,2.94,2,Friday,19.0,1022,Positive,Mid-tier,True,False,Night,1
Twitter,Tweet,Fitness,3680,46,1500,15706,347,130725,4.0,3,Friday,14.0,168,Neutral,Macro,True,False,Night,1
LinkedIn,Document,Lifestyle,1643,90,366,25937,98,31843,6.59,3,Friday,2.0,1694,Neutral,Micro,False,True,Night,1
Twitter,Poll,Lifestyle,621,204,744,77706,72,477966,0.33,5,Friday,18.0,378,Neutral,Macro,True,False,Morning,0
Instagram,Story,Fashion,2104,418,4,18726,764,127456,1.98,5,Friday,8.0,236,Neutral,Macro,True,False,Morning,0
Facebook,Story,Sports,100,270,575,24300,445,268284,0.35,16,Friday,3.0,827,Neutral,Macro,True,False,Afternoon,0
Facebook,Live,Fitness,598,166,836,8464,617,118910,1.35,17,Friday,10.0,142,Neutral,Macro,True,False,Evening,0
Twitter,Retweet,Technology,339,178,588,37368,333,345225,0.32,22,Friday,28.0,1182,Neutral,Macro,True,True,Night,0
Twitter,Poll,Entertainment,4553,20,229,35409,58,130757,3.67,23,Friday,13.0,919,Neutral,Macro,True,True,Night,1
Instagram,Reel,Fitness,9068,218,99,23555,925,299183,3.14,0,Saturday,21.0,231,Positive,Macro,True,False,Night,1
Instagram,Photo,Gaming,2954,233,101,13930,78,29427,11.17,2,Saturday,27.0,1331,Positive,Micro,True,False,Night,1
Instagram,Story,Fashion,7838,326,31,39677,32,407463,2.01,3,Saturday,1.0,862,Positive,Macro,False,False,Night,0
TikTok,Stitch,Travel,16018,636,3820,301145,1847,341025,6.0,6,Saturday,3.0,80,Negative,Macro,False,False,Morning,1
Facebook,Video,Entertainment,2758,120,10,71274,490,31813,9.08,11,Saturday,18.0,121,Positive,Micro,True,False,Morning,1
Instagram,Story,Health,5229,312,141,6528,337,375484,1.51,12,Saturday,5.0,898,Positive,Macro,True,False,Afternoon,0
Instagram,Story,Entertainment,8175,233,276,34883,224,29651,29.29,12,Saturday,4.0,1180,Positive,Micro,True,False,Afternoon,1
Facebook,Post,Health,7061,191,164,74363,409,84860,8.74,13,Saturday,2.0,1150,Neutral,Mid-tier,True,False,Afternoon,1
Facebook,Live,Fitness,4384,88,624,10457,636,184506,2.76,13,Saturday,28.0,565,Positive,Macro,True,False,Afternoon,1
Twitter,Tweet,Health,3338,168,93,94499,15,398623,0.9,16,Saturday,15.0,126,Positive,Macro,True,False,Afternoon,0
YouTube,Community Post,Entertainment,7766,524,1776,659764,4512,103215,9.75,18,Saturday,25.0,769,Neutral,Macro,True,False,Evening,1
Facebook,Video,Travel,2463,17,235,4488,684,401242,0.68,20,Saturday,14.0,130,Positive,Macro,False,False,Evening,0
Facebook,Live,Entertainment,3764,61,841,40309,177,360538,1.29,20,Saturday,10.0,592,Neutral,Macro,True,False,Evening,0
Twitter,Tweet,Travel,1075,232,195,74545,428,208736,0.72,20,Saturday,1.0,1289,Positive,Macro,True,False,Evening,0
Instagram,Photo,Technology,6795,7,281,39528,619,280399,2.53,0,Sunday,11.0,1785,Neutral,Macro,True,True,Night,1
Instagram,Carousel,Gaming,4781,294,263,12128,58,128117,4.17,4,Sunday,5.0,269,Neutral,Macro,True,True,Night,1
Instagram,Carousel,Entertainment,2137,93,126,46517,427,304733,0.77,14,Sunday,13.0,664,Positive,Macro,True,False,Afternoon,0
Facebook,Post,Technology,3736,179,520,4469,54,187251,2.37,15,Sunday,9.0,1060,Neutral,Macro,True,False,Afternoon,1
YouTube,Live,Travel,8900,861,1723,835372,1038,311587,3.69,16,Sunday,9.0,195,Neutral,Macro,True,False,Afternoon,1
LinkedIn,Document,Fashion,464,57,431,8302,244,392658,0.24,16,Sunday,22.0,1592,Positive,Macro,True,False,Afternoon,0
TikTok,Duet,Business,25717,36,2603,227236,1724,458334,6.19,19,Sunday,24.0,394,Positive,Macro,True,True,Evening,1
Twitter,Thread,Fashion,2050,158,1144,43425,176,36719,9.13,19,Sunday,28.0,1300,Positive,Micro,True,True,Evening,1
Facebook,Live,Health,7004,74,759,57250,464,36173,21.67,20,Sunday,11.0,126,Negative,Micro,True,False,Evening,1
TikTok,Duet,Entertainment,32979,1817,612,209021,2956,426501,8.3,21,Sunday,26.0,412,Positive,Macro,True,True,Night,1
TikTok,Stitch,Food,10440,1130,1708,417585,2126,365289,3.63,0,Monday,1.0,284,Positive,Macro,True,False,Night,1
Instagram,Photo,Fashion,3511,82,123,38311,267,411833,0.9,1,Monday,22.0,536,Positive,Macro,True,False,Night,0
TikTok,Stitch,Travel,8304,1036,4077,16217,1023,333151,4.03,6,Monday,15.0,361,Neutral,Macro,True,True,Morning,1
Twitter,Retweet,Gaming,1324,293,331,47025,190,134468,1.45,7,Monday,1.0,171,Neutral,Macro,True,False,Morning,0
Instagram,Story,Entertainment,999,20,167,19366,435,496392,0.24,13,Monday,21.0,1681,Positive,Macro,True,False,Afternoon,0
LinkedIn,Article,Education,106,115,101,26544,59,143355,0.22,18,Monday,11.0,1880,Neutral,Macro,True,False,Evening,0
Twitter,Tweet,Business,449,139,1202,3459,101,341313,0.52,22,Monday,22.0,1511,Positive,Macro,True,False,Night,0
Facebook,Video,Technology,4325,387,316,79205,319,148293,3.39,22,Monday,1.0,386,Positive,Macro,True,False,Night,1
Facebook,Live,Technology,4049,161,344,66230,359,441486,1.03,2,Tuesday,20.0,261,Neutral,Macro,True,False,Night,0
Instagram,Carousel,Business,9742,462,70,10558,934,105873,9.7,2,Tuesday,6.0,571,Positive,Macro,True,True,Night,1
Instagram,Story,Food,5568,176,187,31945,315,463824,1.28,11,Tuesday,1.0,1448,Positive,Macro,True,True,Morning,0
LinkedIn,Poll,Travel,488,25,246,12795,197,277606,0.27,13,Tuesday,28.0,113,Neutral,Macro,False,False,Afternoon,0
Instagram,Reel,Fitness,3959,198,142,33887,824,51272,8.38,15,Tuesday,26.0,198,Negative,Mid-tier,True,False,Afternoon,1
Facebook,Live,Education,3841,87,689,3719,692,372632,1.24,17,Tuesday,5.0,376,Positive,Macro,True,False,Evening,0
Twitter,Retweet,Technology,3030,203,172,4685,90,105253,3.24,19,Tuesday,3.0,901,Positive,Macro,True,False,Evening,1
YouTube,Live,Lifestyle,2631,245,1622,676531,535,66026,6.81,0,Wednesday,26.0,161,Positive,Mid-tier,False,False,Night,1
Twitter,Retweet,Fitness,4781,54,1170,1975,398,327703,1.83,4,Wednesday,2.0,271,Neutral,Macro,True,True,Night,0
YouTube,Short,Education,1081,222,1752,498229,3658,113191,2.7,4,Wednesday,9.0,109,Positive,Macro,True,True,Night,1
Instagram,Carousel,Lifestyle,8037,207,128,22938,964,239206,3.5,9,Wednesday,22.0,1133,Neutral,Macro,True,False,Morning,1
LinkedIn,Article,Food,1458,19,141,22026,67,131713,1.23,9,Wednesday,18.0,1822,Negative,Macro,False,False,Morning,0
Instagram,Carousel,Education,8662,207,42,34639,570,395190,2.25,11,Wednesday,14.0,229,Positive,Macro,True,False,Morning,0
Twitter,Tweet,Fitness,3864,247,1351,74450,431,310633,1.76,22,Wednesday,16.0,1362,Neutral,Macro,True,False,Night,0
YouTube,Community Post,Gaming,15170,725,1899,246117,1579,454838,3.91,6,Thursday,22.0,1745,Neutral,Macro,False,False,Morning,1
Twitter,Thread,Fashion,2044,147,445,91998,425,180936,1.46,9,Thursday,17.0,579,Neutral,Macro,True,True,Morning,0
LinkedIn,Post,Travel,713,5,114,24937,40,53975,1.54,10,Thursday,23.0,420,Neutral,Mid-tier,True,True,Morning,0
Instagram,Photo,Lifestyle,5001,431,279,5110,663,115790,4.93,0,Friday,20.0,1845,Neutral,Macro,True,True,Night,1
TikTok,Stitch,Travel,41647,1720,3225,175673,2095,276119,16.87,5,Friday,24.0,507,Positive,Macro,True,True,Morning,1
Twitter,Thread,Fitness,4103,246,469,81982,413,462857,1.04,6,Friday,20.0,1621,Positive,Macro,True,False,Morning,0
Twitter,Retweet,Fashion,704,30,301,78271,20,299442,0.35,11,Friday,26.0,1551,Positive,Macro,False,False,Morning,0
Facebook,Live,Entertainment,1462,300,510,10036,465,20556,11.05,11,Friday,28.0,312,Negative,Micro,True,False,Morning,1
Facebook,Post,Education,5300,145,634,29163,391,219133,2.77,15,Friday,0.0,918,Neutral,Macro,True,False,Afternoon,1
Twitter,Retweet,Education,2589,154,1340,71949,90,412688,0.99,8,Saturday,12.0,379,Positive,Macro,True,True,Morning,0
Instagram,Reel,Lifestyle,8340,310,80,13088,208,160355,5.44,11,Saturday,1.0,85,Positive,Macro,True,False,Morning,1
YouTube,Video,Education,19701,119,1430,674439,1606,211030,10.07,13,Saturday,14.0,328,Neutral,Macro,False,False,Afternoon,1
Twitter,Retweet,Travel,1729,84,673,16468,182,227361,1.09,15,Saturday,17.0,1354,Positive,Macro,True,False,Afternoon,0
Instagram,Photo,Travel,7834,406,148,36165,558,105477,7.95,21,Saturday,3.0,1062,Positive,Macro,True,True,Night,1
Instagram,Reel,Fitness,6644,135,269,1150,829,460476,1.53,0,Sunday,28.0,236,Neutral,Macro,True,False,Night,0
Instagram,Photo,Travel,4187,184,52,3311,438,297042,1.49,2,Sunday,11.0,1283,Negative,Macro,True,False,Night,0
Instagram,Photo,Travel,9696,284,78,25891,160,452848,2.22,4,Sunday,5.0,905,Positive,Macro,False,False,Night,0
Instagram,Reel,Entertainment,8359,372,107,3874,639,148301,5.96,5,Sunday,25.0,399,Negative,Macro,True,False,Morning,1
Twitter,Tweet,Lifestyle,3724,49,1230,53282,189,52050,9.61,5,Sunday,8.0,1516,Positive,Mid-tier,True,False,Morning,1
Facebook,Post,Gaming,1828,113,762,33850,527,13663,19.78,10,Sunday,5.0,1885,Positive,Micro,True,False,Morning,1
Instagram,Story,Business,3516,471,163,3247,113,382326,1.09,21,Sunday,22.0,1509,Neutral,Macro,True,False,Night,0
Instagram,Reel,Lifestyle,2071,266,235,46954,556,248053,1.04,21,Sunday,11.0,408,Positive,Macro,False,False,Night,0
TikTok,Duet,Lifestyle,40390,895,4184,493774,200,439301,10.35,3,Monday,15.0,450,Neutral,Macro,True,False,Night,1
Twitter,Tweet,Business,1501,254,1229,15052,167,43789,6.81,3,Monday,22.0,1369,Neutral,Micro,True,True,Night,1
LinkedIn,Poll,Sports,444,24,112,11855,16,469054,0.12,12,Monday,8.0,721,Neutral,Macro,True,False,Afternoon,0
Facebook,Video,Sports,5966,126,809,42945,208,81428,8.47,13,Monday,28.0,157,Positive,Mid-tier,True,False,Afternoon,1
Twitter,Poll,Technology,4626,282,802,40889,395,418046,1.37,13,Monday,28.0,583,Neutral,Macro,False,False,Afternoon,0
Instagram,Carousel,Lifestyle,8756,64,222,49589,358,109764,8.24,19,Monday,18.0,726,Neutral,Macro,False,True,Evening,1
Instagram,Carousel,Food,5382,193,132,35662,821,375139,1.52,23,Monday,7.0,1018,Positive,Macro,True,False,Night,0
YouTube,Community Post,Gaming,18838,495,1666,699142,1291,192309,10.92,2,Tuesday,25.0,267,Negative,Macro,True,False,Night,1
Instagram,Reel,Technology,7440,126,79,42298,609,36605,20.89,5,Tuesday,2.0,557,Positive,Micro,True,True,Morning,1
Twitter,Thread,Gaming,3956,17,324,10252,157,297448,1.44,12,Tuesday,24.0,81,Positive,Macro,False,False,Afternoon,0
Instagram,Story,Travel,9433,439,31,19725,606,96928,10.22,12,Tuesday,21.0,1248,Positive,Mid-tier,True,False,Afternoon,1
TikTok,Stitch,Entertainment,49801,655,4002,448612,2599,15973,340.94,18,Tuesday,14.0,491,Neutral,Micro,True,False,Evening,1
TikTok,Duet,Food,21936,584,2170,73083,877,137022,18.02,23,Tuesday,6.0,188,Positive,Macro,True,True,Night,1
Instagram,Story,Business,2074,279,106,5493,869,90168,2.73,1,Wednesday,12.0,393,Neutral,Mid-tier,True,False,Night,1
Facebook,Video,Business,4574,100,662,54752,246,167125,3.19,7,Wednesday,16.0,280,Positive,Macro,True,False,Morning,1
Twitter,Poll,Education,4466,6,944,36304,161,337302,1.61,10,Wednesday,25.0,219,Neutral,Macro,True,True,Morning,0
Twitter,Retweet,Technology,4457,19,392,29675,169,429851,1.13,20,Wednesday,26.0,566,Neutral,Macro,True,True,Evening,0
Facebook,Story,Sports,206,276,695,65952,644,88615,1.33,1,Thursday,13.0,1816,Neutral,Mid-tier,True,False,Night,0
LinkedIn,Article,Sports,1707,87,395,26726,98,92641,2.36,1,Thursday,23.0,779,Positive,Mid-tier,True,True,Night,1
Facebook,Post,Entertainment,5292,38,504,41621,174,78200,7.46,11,Thursday,12.0,1475,Positive,Mid-tier,True,False,Morning,1
Facebook,Post,Health,7277,312,39,58707,168,253160,3.01,14,Thursday,2.0,1515,Positive,Macro,True,True,Afternoon,1
Instagram,Photo,Lifestyle,1940,260,75,16079,664,34057,6.68,17,Thursday,25.0,996,Neutral,Micro,True,True,Evening,1
Twitter,Tweet,Fashion,3633,40,243,53236,126,112542,3.48,19,Thursday,8.0,1163,Positive,Macro,True,False,Evening,1
LinkedIn,Post,Fitness,1341,146,208,22155,283,200532,0.85,2,Friday,9.0,1511,Positive,Macro,True,False,Night,0
YouTube,Live,Business,12600,476,176,786183,3245,217820,6.08,11,Friday,11.0,301,Positive,Macro,True,False,Morning,1
LinkedIn,Poll,Education,492,6,68,26673,137,254615,0.22,11,Friday,11.0,1912,Positive,Macro,True,False,Morning,0
TikTok,Duet,Entertainment,33819,1067,4764,297157,2217,84931,46.68,18,Friday,3.0,574,Neutral,Mid-tier,True,True,Evening,1
YouTube,Community Post,Business,10683,230,921,182607,4016,92555,12.79,19,Friday,21.0,965,Positive,Mid-tier,False,False,Evening,1
LinkedIn,Article,Gaming,910,139,43,29654,123,338655,0.32,20,Friday,7.0,1732,Neutral,Macro,True,False,Evening,0
YouTube,Live,Food,387,949,932,582253,1885,441549,0.51,0,Saturday,22.0,292,Neutral,Macro,False,False,Night,0
